+---------------------+------------+--------------+--------------+-----------------+-----------------------+----------------------+-----------------+-------+
| initial_doctor_amka | first_name | last_name    | doctor_rank  | supervisor_amka | supervisor_first_name | supervisor_last_name | supervisor_rank | level |
| 10000000341         | Nikos      | Pavlidis     | CONSULTANT_A | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     1 |
| 10000000342         | Natalia    | Konstantinou | CONSULTANT_A | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     1 |
| 10000000343         | Vasiliki   | Athanasiou   | CONSULTANT_A | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     1 |
| 10000000344         | Giorgos    | Konstantinou | CONSULTANT_A | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     1 |
| 10000000345         | Christos   | Alexiou      | CONSULTANT_B | 10000000337     | Marios                | Ioannou              | CONSULTANT_A    |     1 |
| 10000000345         | Marios     | Ioannou      | CONSULTANT_A | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     2 |
| 10000000346         | Stavros    | Nikolaou     | CONSULTANT_B | 10000000343     | Vasiliki              | Athanasiou           | CONSULTANT_A    |     1 |
| 10000000346         | Vasiliki   | Athanasiou   | CONSULTANT_A | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     2 |
| 10000000347         | Andreas    | Athanasiou   | CONSULTANT_B | 10000000337     | Marios                | Ioannou              | CONSULTANT_A    |     1 |
| 10000000347         | Marios     | Ioannou      | CONSULTANT_A | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     2 |
| 10000000348         | Dimitra    | Petrou       | CONSULTANT_B | 10000000341     | Nikos                 | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000348         | Nikos      | Pavlidis     | CONSULTANT_A | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     2 |
| 10000000349         | Andreas    | Pavlidis     | CONSULTANT_B | 10000000342     | Natalia               | Konstantinou         | CONSULTANT_A    |     1 |
| 10000000349         | Natalia    | Konstantinou | CONSULTANT_A | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     2 |
| 10000000350         | Spyros     | Georgiou     | CONSULTANT_B | 10000000339     | Petros                | Dimitriou            | CONSULTANT_A    |     1 |
| 10000000350         | Petros     | Dimitriou    | CONSULTANT_A | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     2 |
| 10000000351         | Nikos      | Papadopoulos | CONSULTANT_B | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     1 |
| 10000000352         | Ioanna     | Alexiou      | CONSULTANT_B | 10000000340     | Dimitra               | Vasiliou             | CONSULTANT_A    |     1 |
| 10000000352         | Dimitra    | Vasiliou     | CONSULTANT_A | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     2 |
| 10000000353         | Eleni      | Sotiriou     | RESIDENT     | 10000000341     | Nikos                 | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000353         | Nikos      | Pavlidis     | CONSULTANT_A | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     2 |
| 10000000354         | Panagiotis | Pavlidis     | RESIDENT     | 10000000350     | Spyros                | Georgiou             | CONSULTANT_B    |     1 |
| 10000000354         | Spyros     | Georgiou     | CONSULTANT_B | 10000000339     | Petros                | Dimitriou            | CONSULTANT_A    |     2 |
| 10000000354         | Petros     | Dimitriou    | CONSULTANT_A | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     3 |
| 10000000355         | Vasilis    | Vasiliou     | RESIDENT     | 10000000346     | Stavros               | Nikolaou             | CONSULTANT_B    |     1 |
| 10000000355         | Stavros    | Nikolaou     | CONSULTANT_B | 10000000343     | Vasiliki              | Athanasiou           | CONSULTANT_A    |     2 |
| 10000000355         | Vasiliki   | Athanasiou   | CONSULTANT_A | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     3 |
| 10000000356         | Dimitra    | Ioannou      | RESIDENT     | 10000000347     | Andreas               | Athanasiou           | CONSULTANT_B    |     1 |
| 10000000356         | Andreas    | Athanasiou   | CONSULTANT_B | 10000000337     | Marios                | Ioannou              | CONSULTANT_A    |     2 |
| 10000000356         | Marios     | Ioannou      | CONSULTANT_A | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     3 |
| 10000000357         | Kostas     | Nikolaou     | RESIDENT     | 10000000351     | Nikos                 | Papadopoulos         | CONSULTANT_B    |     1 |
| 10000000357         | Nikos      | Papadopoulos | CONSULTANT_B | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     2 |
| 10000000358         | Ioanna     | Athanasiou   | RESIDENT     | 10000000341     | Nikos                 | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000358         | Nikos      | Pavlidis     | CONSULTANT_A | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     2 |
| 10000000359         | Katerina   | Sotiriou     | RESIDENT     | 10000000343     | Vasiliki              | Athanasiou           | CONSULTANT_A    |     1 |
| 10000000359         | Vasiliki   | Athanasiou   | CONSULTANT_A | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     2 |
| 10000000360         | Anastasia  | Papadopoulos | RESIDENT     | 10000000341     | Nikos                 | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000360         | Nikos      | Pavlidis     | CONSULTANT_A | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     2 |
| 10000000361         | Vasilis    | Konstantinou | RESIDENT     | 10000000343     | Vasiliki              | Athanasiou           | CONSULTANT_A    |     1 |
| 10000000361         | Vasiliki   | Athanasiou   | CONSULTANT_A | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     2 |
| 10000000362         | Nikos      | Ioannou      | RESIDENT     | 10000000341     | Nikos                 | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000362         | Nikos      | Pavlidis     | CONSULTANT_A | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     2 |
| 10000000363         | Chrysoula  | Konstantinou | RESIDENT     | 10000000346     | Stavros               | Nikolaou             | CONSULTANT_B    |     1 |
| 10000000363         | Stavros    | Nikolaou     | CONSULTANT_B | 10000000343     | Vasiliki              | Athanasiou           | CONSULTANT_A    |     2 |
| 10000000363         | Vasiliki   | Athanasiou   | CONSULTANT_A | 10000000336     | Marios                | Theodorou            | DIRECTOR        |     3 |
| 10000000365         | Evangelia  | Ioannou      | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     1 |
| 10000000366         | Andreas    | Dimitriou    | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     1 |
| 10000000367         | Anastasia  | Georgiou     | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     1 |
| 10000000368         | Chrysoula  | Konstantinou | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     1 |
| 10000000369         | Spyros     | Nikolaou     | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     1 |
| 10000000370         | Kostas     | Vasiliou     | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     1 |
| 10000000371         | Eleni      | Theodorou    | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     1 |
| 10000000372         | Christos   | Kostopoulos  | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     1 |
| 10000000373         | Vasilis    | Pavlidis     | CONSULTANT_B | 10000000367     | Anastasia             | Georgiou             | CONSULTANT_A    |     1 |
| 10000000373         | Anastasia  | Georgiou     | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     2 |
| 10000000374         | Anna       | Sotiriou     | CONSULTANT_B | 10000000370     | Kostas                | Vasiliou             | CONSULTANT_A    |     1 |
| 10000000374         | Kostas     | Vasiliou     | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     2 |
| 10000000375         | Dimitra    | Sotiriou     | CONSULTANT_B | 10000000365     | Evangelia             | Ioannou              | CONSULTANT_A    |     1 |
| 10000000375         | Evangelia  | Ioannou      | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     2 |
| 10000000376         | Kostas     | Alexiou      | CONSULTANT_B | 10000000365     | Evangelia             | Ioannou              | CONSULTANT_A    |     1 |
| 10000000376         | Evangelia  | Ioannou      | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     2 |
| 10000000377         | Panagiota  | Alexiou      | CONSULTANT_B | 10000000366     | Andreas               | Dimitriou            | CONSULTANT_A    |     1 |
| 10000000377         | Andreas    | Dimitriou    | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     2 |
| 10000000378         | Evangelia  | Papadopoulos | CONSULTANT_B | 10000000367     | Anastasia             | Georgiou             | CONSULTANT_A    |     1 |
| 10000000378         | Anastasia  | Georgiou     | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     2 |
| 10000000379         | Stavros    | Lazarou      | CONSULTANT_B | 10000000372     | Christos              | Kostopoulos          | CONSULTANT_A    |     1 |
| 10000000379         | Christos   | Kostopoulos  | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     2 |
| 10000000380         | Anna       | Theodorou    | CONSULTANT_B | 10000000369     | Spyros                | Nikolaou             | CONSULTANT_A    |     1 |
| 10000000380         | Spyros     | Nikolaou     | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     2 |
| 10000000381         | Dimitra    | Theodorou    | RESIDENT     | 10000000371     | Eleni                 | Theodorou            | CONSULTANT_A    |     1 |
| 10000000381         | Eleni      | Theodorou    | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     2 |
| 10000000382         | Stavros    | Lazarou      | RESIDENT     | 10000000367     | Anastasia             | Georgiou             | CONSULTANT_A    |     1 |
| 10000000382         | Anastasia  | Georgiou     | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     2 |
| 10000000383         | Natalia    | Nikolaou     | RESIDENT     | 10000000379     | Stavros               | Lazarou              | CONSULTANT_B    |     1 |
| 10000000383         | Stavros    | Lazarou      | CONSULTANT_B | 10000000372     | Christos              | Kostopoulos          | CONSULTANT_A    |     2 |
| 10000000383         | Christos   | Kostopoulos  | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     3 |
| 10000000384         | Kostas     | Petrou       | RESIDENT     | 10000000369     | Spyros                | Nikolaou             | CONSULTANT_A    |     1 |
| 10000000384         | Spyros     | Nikolaou     | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     2 |
| 10000000385         | Evangelia  | Theodorou    | RESIDENT     | 10000000367     | Anastasia             | Georgiou             | CONSULTANT_A    |     1 |
| 10000000385         | Anastasia  | Georgiou     | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     2 |
| 10000000386         | Dimitris   | Vasiliou     | RESIDENT     | 10000000379     | Stavros               | Lazarou              | CONSULTANT_B    |     1 |
| 10000000386         | Stavros    | Lazarou      | CONSULTANT_B | 10000000372     | Christos              | Kostopoulos          | CONSULTANT_A    |     2 |
| 10000000386         | Christos   | Kostopoulos  | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     3 |
| 10000000387         | Anna       | Papadopoulos | RESIDENT     | 10000000368     | Chrysoula             | Konstantinou         | CONSULTANT_A    |     1 |
| 10000000387         | Chrysoula  | Konstantinou | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     2 |
| 10000000388         | Natalia    | Papadopoulos | RESIDENT     | 10000000379     | Stavros               | Lazarou              | CONSULTANT_B    |     1 |
| 10000000388         | Stavros    | Lazarou      | CONSULTANT_B | 10000000372     | Christos              | Kostopoulos          | CONSULTANT_A    |     2 |
| 10000000388         | Christos   | Kostopoulos  | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     3 |
| 10000000389         | Natalia    | Petrou       | RESIDENT     | 10000000374     | Anna                  | Sotiriou             | CONSULTANT_B    |     1 |
| 10000000389         | Anna       | Sotiriou     | CONSULTANT_B | 10000000370     | Kostas                | Vasiliou             | CONSULTANT_A    |     2 |
| 10000000389         | Kostas     | Vasiliou     | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     3 |
| 10000000390         | Evangelia  | Papadopoulos | RESIDENT     | 10000000379     | Stavros               | Lazarou              | CONSULTANT_B    |     1 |
| 10000000390         | Stavros    | Lazarou      | CONSULTANT_B | 10000000372     | Christos              | Kostopoulos          | CONSULTANT_A    |     2 |
| 10000000390         | Christos   | Kostopoulos  | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     3 |
| 10000000391         | Panagiotis | Dimitriou    | RESIDENT     | 10000000380     | Anna                  | Theodorou            | CONSULTANT_B    |     1 |
| 10000000391         | Anna       | Theodorou    | CONSULTANT_B | 10000000369     | Spyros                | Nikolaou             | CONSULTANT_A    |     2 |
| 10000000391         | Spyros     | Nikolaou     | CONSULTANT_A | 10000000364     | Vasilis               | Alexiou              | DIRECTOR        |     3 |
| 10000000393         | Panagiotis | Kostopoulos  | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     1 |
| 10000000394         | Theodoros  | Vasiliou     | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     1 |
| 10000000395         | Michalis   | Theodorou    | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     1 |
| 10000000396         | Panagiota  | Pavlidis     | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     1 |
| 10000000397         | Nikos      | Dimitriou    | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     1 |
| 10000000398         | Kostas     | Athanasiou   | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     1 |
| 10000000399         | Maria      | Petrou       | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     1 |
| 10000000400         | Anna       | Ioannou      | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     1 |
| 10000000401         | Giannis    | Lazarou      | CONSULTANT_B | 10000000400     | Anna                  | Ioannou              | CONSULTANT_A    |     1 |
| 10000000401         | Anna       | Ioannou      | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     2 |
| 10000000402         | Chrysoula  | Kostopoulos  | CONSULTANT_B | 10000000398     | Kostas                | Athanasiou           | CONSULTANT_A    |     1 |
| 10000000402         | Kostas     | Athanasiou   | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     2 |
| 10000000403         | Dimitris   | Ioannou      | CONSULTANT_B | 10000000397     | Nikos                 | Dimitriou            | CONSULTANT_A    |     1 |
| 10000000403         | Nikos      | Dimitriou    | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     2 |
| 10000000404         | Anna       | Petrou       | CONSULTANT_B | 10000000394     | Theodoros             | Vasiliou             | CONSULTANT_A    |     1 |
| 10000000404         | Theodoros  | Vasiliou     | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     2 |
| 10000000405         | Petros     | Athanasiou   | CONSULTANT_B | 10000000398     | Kostas                | Athanasiou           | CONSULTANT_A    |     1 |
| 10000000405         | Kostas     | Athanasiou   | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     2 |
| 10000000406         | Dimitra    | Alexiou      | CONSULTANT_B | 10000000397     | Nikos                 | Dimitriou            | CONSULTANT_A    |     1 |
| 10000000406         | Nikos      | Dimitriou    | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     2 |
| 10000000407         | Maria      | Athanasiou   | CONSULTANT_B | 10000000395     | Michalis              | Theodorou            | CONSULTANT_A    |     1 |
| 10000000407         | Michalis   | Theodorou    | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     2 |
| 10000000408         | Georgia    | Georgiou     | CONSULTANT_B | 10000000399     | Maria                 | Petrou               | CONSULTANT_A    |     1 |
| 10000000408         | Maria      | Petrou       | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     2 |
| 10000000409         | Natalia    | Theodorou    | RESIDENT     | 10000000402     | Chrysoula             | Kostopoulos          | CONSULTANT_B    |     1 |
| 10000000409         | Chrysoula  | Kostopoulos  | CONSULTANT_B | 10000000398     | Kostas                | Athanasiou           | CONSULTANT_A    |     2 |
| 10000000409         | Kostas     | Athanasiou   | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     3 |
| 10000000410         | Marios     | Kostopoulos  | RESIDENT     | 10000000405     | Petros                | Athanasiou           | CONSULTANT_B    |     1 |
| 10000000410         | Petros     | Athanasiou   | CONSULTANT_B | 10000000398     | Kostas                | Athanasiou           | CONSULTANT_A    |     2 |
| 10000000410         | Kostas     | Athanasiou   | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     3 |
| 10000000411         | Georgia    | Kostopoulos  | RESIDENT     | 10000000396     | Panagiota             | Pavlidis             | CONSULTANT_A    |     1 |
| 10000000411         | Panagiota  | Pavlidis     | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     2 |
| 10000000412         | Vasiliki   | Athanasiou   | RESIDENT     | 10000000404     | Anna                  | Petrou               | CONSULTANT_B    |     1 |
| 10000000412         | Anna       | Petrou       | CONSULTANT_B | 10000000394     | Theodoros             | Vasiliou             | CONSULTANT_A    |     2 |
| 10000000412         | Theodoros  | Vasiliou     | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     3 |
| 10000000413         | Giannis    | Athanasiou   | RESIDENT     | 10000000408     | Georgia               | Georgiou             | CONSULTANT_B    |     1 |
| 10000000413         | Georgia    | Georgiou     | CONSULTANT_B | 10000000399     | Maria                 | Petrou               | CONSULTANT_A    |     2 |
| 10000000413         | Maria      | Petrou       | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     3 |
| 10000000414         | Giorgos    | Ioannou      | RESIDENT     | 10000000395     | Michalis              | Theodorou            | CONSULTANT_A    |     1 |
| 10000000414         | Michalis   | Theodorou    | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     2 |
| 10000000415         | Andreas    | Athanasiou   | RESIDENT     | 10000000407     | Maria                 | Athanasiou           | CONSULTANT_B    |     1 |
| 10000000415         | Maria      | Athanasiou   | CONSULTANT_B | 10000000395     | Michalis              | Theodorou            | CONSULTANT_A    |     2 |
| 10000000415         | Michalis   | Theodorou    | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     3 |
| 10000000416         | Georgia    | Kostopoulos  | RESIDENT     | 10000000399     | Maria                 | Petrou               | CONSULTANT_A    |     1 |
| 10000000416         | Maria      | Petrou       | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     2 |
| 10000000417         | Panagiota  | Papadopoulos | RESIDENT     | 10000000397     | Nikos                 | Dimitriou            | CONSULTANT_A    |     1 |
| 10000000417         | Nikos      | Dimitriou    | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     2 |
| 10000000418         | Spyros     | Sotiriou     | RESIDENT     | 10000000394     | Theodoros             | Vasiliou             | CONSULTANT_A    |     1 |
| 10000000418         | Theodoros  | Vasiliou     | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     2 |
| 10000000419         | Christos   | Kostopoulos  | RESIDENT     | 10000000399     | Maria                 | Petrou               | CONSULTANT_A    |     1 |
| 10000000419         | Maria      | Petrou       | CONSULTANT_A | 10000000392     | Kostas                | Georgiou             | DIRECTOR        |     2 |
+---------------------+------------+--------------+--------------+-----------------+-----------------------+----------------------+-----------------+-------+
